CName,ContextKey,MemberCode,IsRowKey,DefaultValue
A12.01_195_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[SEC_SSP_CMBS],SubAssetType,1,SEC_SSP_CMBS
A12.01_195_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[SEC_SSP_CMBS],LongValue,0,
A12.01_195_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[SEC_SSP_CMBS],ShortValue,0,
A12.01_200_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[SEC_SSP_AMBS],SubAssetType,1,SEC_SSP_AMBS
A12.01_200_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[SEC_SSP_AMBS],LongValue,0,
A12.01_200_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[SEC_SSP_AMBS],ShortValue,0,
A12.01_205_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[SEC_SSP_ABCP],SubAssetType,1,SEC_SSP_ABCP
A12.01_205_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[SEC_SSP_ABCP],LongValue,0,
A12.01_205_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[SEC_SSP_ABCP],ShortValue,0,
A12.01_210_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[SEC_SSP_CDOC],SubAssetType,1,SEC_SSP_CDOC
A12.01_210_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[SEC_SSP_CDOC],LongValue,0,
A12.01_210_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[SEC_SSP_CDOC],ShortValue,0,
A12.01_215_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[SEC_SSP_STRC],SubAssetType,1,SEC_SSP_STRC
A12.01_215_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[SEC_SSP_STRC],LongValue,0,
A12.01_215_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[SEC_SSP_STRC],ShortValue,0,
A12.01_220_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[SEC_SSP_SETP],SubAssetType,1,SEC_SSP_SETP
A12.01_220_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[SEC_SSP_SETP],LongValue,0,
A12.01_220_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[SEC_SSP_SETP],ShortValue,0,
A12.01_225_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[SEC_SSP_OTHS],SubAssetType,1,SEC_SSP_OTHS
A12.01_225_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[SEC_SSP_OTHS],LongValue,0,
A12.01_225_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[SEC_SSP_OTHS],ShortValue,0,
A12.01_240_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_EQD_FINI],SubAssetType,1,DER_EQD_FINI
A12.01_240_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_EQD_FINI],LongValue,0,
A12.01_240_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_EQD_FINI],ShortValue,0,
A12.01_245_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_EQD_OTHD],SubAssetType,1,DER_EQD_OTHD
A12.01_245_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_EQD_OTHD],LongValue,0,
A12.01_245_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_EQD_OTHD],ShortValue,0,
A12.01_250_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_FID_FIXI],SubAssetType,1,DER_FID_FIXI
A12.01_250_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_FID_FIXI],LongValue,0,
A12.01_250_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_FID_FIXI],ShortValue,0,
A12.01_260_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CDS_SNFI],SubAssetType,1,DER_CDS_SNFI
A12.01_260_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CDS_SNFI],LongValue,0,
A12.01_260_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CDS_SNFI],ShortValue,0,
A12.01_265_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CDS_SNSO],SubAssetType,1,DER_CDS_SNSO
A12.01_265_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CDS_SNSO],LongValue,0,
A12.01_265_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CDS_SNSO],ShortValue,0,
A12.01_270_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CDS_SNOT],SubAssetType,1,DER_CDS_SNOT
A12.01_270_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CDS_SNOT],LongValue,0,
A12.01_270_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CDS_SNOT],ShortValue,0,
A12.01_275_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CDS_INDX],SubAssetType,1,DER_CDS_INDX
A12.01_275_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CDS_INDX],LongValue,0,
A12.01_275_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CDS_INDX],ShortValue,0,
A12.01_280_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CDS_EXOT],SubAssetType,1,DER_CDS_EXOT
A12.01_280_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CDS_EXOT],LongValue,0,
A12.01_280_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CDS_EXOT],ShortValue,0,
A12.01_285_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_FEX_INVT],SubAssetType,1,DER_FEX_INVT
A12.01_285_122,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_FEX_INVT],GrossValue,0,
A12.01_285_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_FEX_INVT],ShortValue,0,
A12.01_290_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_FEX_HEDG],SubAssetType,1,DER_FEX_HEDG
A12.01_290_122,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_FEX_HEDG],GrossValue,0,
A12.01_290_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_FEX_HEDG],ShortValue,0,
A12.01_295_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_IRD_INTR],SubAssetType,1,DER_IRD_INTR
A12.01_295_122,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_IRD_INTR],GrossValue,0,
A12.01_295_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_IRD_INTR],ShortValue,0,
A12.01_310_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_ECOL],SubAssetType,1,DER_CTY_ECOL
A12.01_310_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_ECOL],LongValue,0,
A12.01_310_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_ECOL],ShortValue,0,
A12.01_315_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_ENNG],SubAssetType,1,DER_CTY_ENNG
A12.01_315_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_ENNG],LongValue,0,
A12.01_315_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_ENNG],ShortValue,0,
A12.01_320_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_ENPW],SubAssetType,1,DER_CTY_ENPW
A12.01_320_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_ENPW],LongValue,0,
A12.01_320_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_ENPW],ShortValue,0,
A12.01_325_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_ENOT],SubAssetType,1,DER_CTY_ENOT
A12.01_325_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_ENOT],LongValue,0,
A12.01_325_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_ENOT],ShortValue,0,
A12.01_335_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_PMGD],SubAssetType,1,DER_CTY_PMGD
A12.01_335_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_PMGD],LongValue,0,
A12.01_335_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_PMGD],ShortValue,0,
A12.01_340_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_PMOT],SubAssetType,1,DER_CTY_PMOT
A12.01_340_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_PMOT],LongValue,0,
A12.01_340_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_PMOT],ShortValue,0,
A12.01_350_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_OTIM],SubAssetType,1,DER_CTY_OTIM
A12.01_350_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_OTIM],LongValue,0,
A12.01_350_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_OTIM],ShortValue,0,
A12.01_355_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_OTLS],SubAssetType,1,DER_CTY_OTLS
A12.01_355_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_OTLS],LongValue,0,
A12.01_355_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_OTLS],ShortValue,0,
A12.01_360_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_OTAP],SubAssetType,1,DER_CTY_OTAP
A12.01_360_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_OTAP],LongValue,0,
A12.01_360_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_OTAP],ShortValue,0,
A12.01_365_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_OTHR],SubAssetType,1,DER_CTY_OTHR
A12.01_365_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_OTHR],LongValue,0,
A12.01_365_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_CTY_OTHR],ShortValue,0,
A12.01_375_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_OTH_OTHR],SubAssetType,1,DER_OTH_OTHR
A12.01_375_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_OTH_OTHR],LongValue,0,
A12.01_375_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[DER_OTH_OTHR],ShortValue,0,
A12.01_390_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_RES_RESL],SubAssetType,1,PHY_RES_RESL
A12.01_390_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_RES_RESL],LongValue,0,
A12.01_390_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_RES_RESL],ShortValue,0,
A12.01_395_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_RES_COML],SubAssetType,1,PHY_RES_COML
A12.01_395_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_RES_COML],LongValue,0,
A12.01_395_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_RES_COML],ShortValue,0,
A12.01_397_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_RES_OTHR],SubAssetType,1,PHY_RES_OTHR
A12.01_397_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_RES_OTHR],LongValue,0,
A12.01_397_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_RES_OTHR],ShortValue,0,
A12.01_400_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_CTY_PCTY],SubAssetType,1,PHY_CTY_PCTY
A12.01_400_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_CTY_PCTY],LongValue,0,
A12.01_400_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_CTY_PCTY],ShortValue,0,
A12.01_405_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_TIM_PTIM],SubAssetType,1,PHY_TIM_PTIM
A12.01_405_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_TIM_PTIM],LongValue,0,
A12.01_405_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_TIM_PTIM],ShortValue,0,
A12.01_410_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_ART_PART],SubAssetType,1,PHY_ART_PART
A12.01_410_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_ART_PART],LongValue,0,
A12.01_410_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_ART_PART],ShortValue,0,
A12.01_415_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_TPT_PTPT],SubAssetType,1,PHY_TPT_PTPT
A12.01_415_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_TPT_PTPT],LongValue,0,
A12.01_415_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_TPT_PTPT],ShortValue,0,
A12.01_420_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_OTH_OTHR],SubAssetType,1,PHY_OTH_OTHR
A12.01_420_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_OTH_OTHR],LongValue,0,
A12.01_420_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[PHY_OTH_OTHR],ShortValue,0,
A12.01_435_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[CIU_OAM_MMFC],SubAssetType,1,CIU_OAM_MMFC
A12.01_435_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[CIU_OAM_MMFC],LongValue,0,
A12.01_435_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[CIU_OAM_MMFC],ShortValue,0,
A12.01_440_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[CIU_OAM_AETF],SubAssetType,1,CIU_OAM_AETF
A12.01_440_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[CIU_OAM_AETF],LongValue,0,
A12.01_440_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[CIU_OAM_AETF],ShortValue,0,
A12.01_445_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[CIU_OAM_OTHR],SubAssetType,1,CIU_OAM_OTHR
A12.01_445_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[CIU_OAM_OTHR],LongValue,0,
A12.01_445_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[CIU_OAM_OTHR],ShortValue,0,
A12.01_455_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[CIU_NAM_MMFC],SubAssetType,1,CIU_NAM_MMFC
A12.01_455_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[CIU_NAM_MMFC],LongValue,0,
A12.01_455_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[CIU_NAM_MMFC],ShortValue,0,
A12.01_460_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[CIU_NAM_AETF],SubAssetType,1,CIU_NAM_AETF
A12.01_460_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[CIU_NAM_AETF],LongValue,0,
A12.01_460_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[CIU_NAM_AETF],ShortValue,0,
A12.01_465_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[CIU_NAM_OTHR],SubAssetType,1,CIU_NAM_OTHR
A12.01_465_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[CIU_NAM_OTHR],LongValue,0,
A12.01_465_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[CIU_NAM_OTHR],ShortValue,0,
A12.01_475_121_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[OTH_OTH_OTHR],SubAssetType,1,OTH_OTH_OTHR
A12.01_475_123,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[OTH_OTH_OTHR],LongValue,0,
A12.01_475_124,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFIndividualInfo.IndividualExposure.AssetTypeExposures.AssetTypeExposure[OTH_OTH_OTHR],ShortValue,0,
