CName,ContextKey,MemberCode,IsRowKey,DefaultValue
A10.10_040_076,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MainInstrumentsTraded.MainInstrumentTraded[4],PositionValue,0,
A10.10_040_077,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MainInstrumentsTraded.MainInstrumentTraded[4],ShortPositionHedgingRate,0,
A10.10_050_064_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MainInstrumentsTraded.MainInstrumentTraded[5],Ranking,1,5
A10.10_050_065,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MainInstrumentsTraded.MainInstrumentTraded[5],SubAssetType,0,
A10.10_050_066,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MainInstrumentsTraded.MainInstrumentTraded[5],InstrumentCodeType,0,
A10.10_050_067,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MainInstrumentsTraded.MainInstrumentTraded[5],InstrumentName,0,
A10.10_050_068,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MainInstrumentsTraded.MainInstrumentTraded[5],ISINInstrumentIdentification,0,
A10.10_050_069,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MainInstrumentsTraded.MainInstrumentTraded.AIIInstrumentIdentification[5],AIIExchangeCode,0,
A10.10_050_070,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MainInstrumentsTraded.MainInstrumentTraded.AIIInstrumentIdentification[5],AIIProductCode,0,
A10.10_050_071,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MainInstrumentsTraded.MainInstrumentTraded.AIIInstrumentIdentification[5],AIIDerivativeType,0,
A10.10_050_072,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MainInstrumentsTraded.MainInstrumentTraded.AIIInstrumentIdentification[5],AIIPutCallIdentifier,0,
A10.10_050_073,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MainInstrumentsTraded.MainInstrumentTraded.AIIInstrumentIdentification[5],AIIExpiryDate,0,
A10.10_050_074,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MainInstrumentsTraded.MainInstrumentTraded.AIIInstrumentIdentification[5],AIIStrikePrice,0,
A10.10_050_075,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MainInstrumentsTraded.MainInstrumentTraded[5],PositionType,0,
A10.10_050_076,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MainInstrumentsTraded.MainInstrumentTraded[5],PositionValue,0,
A10.10_050_077,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MainInstrumentsTraded.MainInstrumentTraded[5],ShortPositionHedgingRate,0,
A10.11_078_010,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.NAVGeographicalFocus,AfricaNAVRate,0,
A10.11_079_010,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.NAVGeographicalFocus,AsiaPacificNAVRate,0,
A10.11_080_010,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.NAVGeographicalFocus,EuropeNAVRate,0,
A10.11_081_010,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.NAVGeographicalFocus,EEANAVRate,0,
A10.11_082_010,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.NAVGeographicalFocus,MiddleEastNAVRate,0,
A10.11_083_010,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.NAVGeographicalFocus,NorthAmericaNAVRate,0,
A10.11_084_010,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.NAVGeographicalFocus,SouthAmericaNAVRate,0,
A10.11_085_010,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.NAVGeographicalFocus,SupraNationalNAVRate,0,
A10.11_086_010,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.AUMGeographicalFocus,AfricaAUMRate,0,
A10.11_087_010,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.AUMGeographicalFocus,AsiaPacificAUMRate,0,
A10.11_088_010,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.AUMGeographicalFocus,EuropeAUMRate,0,
A10.11_089_010,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.AUMGeographicalFocus,EEAAUMRate,0,
A10.11_090_010,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.AUMGeographicalFocus,MiddleEastAUMRate,0,
A10.11_091_010,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.AUMGeographicalFocus,NorthAmericaAUMRate,0,
A10.11_092_010,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.AUMGeographicalFocus,SouthAmericaAUMRate,0,
A10.11_093_010,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.AUMGeographicalFocus,SupraNationalAUMRate,0,
A10.12_010_094_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[1],Ranking,1,1
A10.12_010_095,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[1],AssetMacroType,0,
A10.12_010_096,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[1],SubAssetType,0,
A10.12_010_097,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[1],PositionType,0,
A10.12_010_098,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[1],AggregatedValueAmount,0,
A10.12_010_099,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[1],AggregatedValueRate,0,
A10.12_010_100,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[1],EntityName,0,
A10.12_010_101,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[1],EntityIdentificationLEI,0,
A10.12_010_102,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[1],EntityIdentificationBIC,0,
A10.12_020_094_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[2],Ranking,1,2
A10.12_020_095,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[2],AssetMacroType,0,
A10.12_020_096,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[2],SubAssetType,0,
A10.12_020_097,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[2],PositionType,0,
A10.12_020_098,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[2],AggregatedValueAmount,0,
A10.12_020_099,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[2],AggregatedValueRate,0,
A10.12_020_100,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[2],EntityName,0,
A10.12_020_101,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[2],EntityIdentificationLEI,0,
A10.12_020_102,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[2],EntityIdentificationBIC,0,
A10.12_030_094_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[3],Ranking,1,3
A10.12_030_095,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[3],AssetMacroType,0,
A10.12_030_096,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[3],SubAssetType,0,
A10.12_030_097,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[3],PositionType,0,
A10.12_030_098,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[3],AggregatedValueAmount,0,
A10.12_030_099,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[3],AggregatedValueRate,0,
A10.12_030_100,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[3],EntityName,0,
A10.12_030_101,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[3],EntityIdentificationLEI,0,
A10.12_030_102,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[3],EntityIdentificationBIC,0,
A10.12_040_094_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[4],Ranking,1,4
A10.12_040_095,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[4],AssetMacroType,0,
A10.12_040_096,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[4],SubAssetType,0,
A10.12_040_097,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[4],PositionType,0,
A10.12_040_098,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[4],AggregatedValueAmount,0,
A10.12_040_099,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[4],AggregatedValueRate,0,
A10.12_040_100,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[4],EntityName,0,
A10.12_040_101,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[4],EntityIdentificationLEI,0,
A10.12_040_102,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[4],EntityIdentificationBIC,0,
A10.12_050_094_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[5],Ranking,1,5
A10.12_050_095,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[5],AssetMacroType,0,
A10.12_050_096,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[5],SubAssetType,0,
A10.12_050_097,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[5],PositionType,0,
A10.12_050_098,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[5],AggregatedValueAmount,0,
A10.12_050_099,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[5],AggregatedValueRate,0,
A10.12_050_100,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[5],EntityName,0,
A10.12_050_101,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[5],EntityIdentificationLEI,0,
A10.12_050_102,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[5],EntityIdentificationBIC,0,
A10.12_060_094_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[6],Ranking,1,6
A10.12_060_095,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[6],AssetMacroType,0,
A10.12_060_096,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[6],SubAssetType,0,
A10.12_060_097,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[6],PositionType,0,
A10.12_060_098,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[6],AggregatedValueAmount,0,
A10.12_060_099,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[6],AggregatedValueRate,0,
A10.12_060_100,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[6],EntityName,0,
A10.12_060_101,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[6],EntityIdentificationLEI,0,
A10.12_060_102,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[6],EntityIdentificationBIC,0,
A10.12_070_094_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[7],Ranking,1,7
A10.12_070_095,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[7],AssetMacroType,0,
A10.12_070_096,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[7],SubAssetType,0,
A10.12_070_097,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[7],PositionType,0,
A10.12_070_098,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[7],AggregatedValueAmount,0,
A10.12_070_099,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[7],AggregatedValueRate,0,
A10.12_070_100,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[7],EntityName,0,
A10.12_070_101,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[7],EntityIdentificationLEI,0,
A10.12_070_102,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[7],EntityIdentificationBIC,0,
A10.12_080_094_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[8],Ranking,1,8
A10.12_080_095,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[8],AssetMacroType,0,
A10.12_080_096,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[8],SubAssetType,0,
A10.12_080_097,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[8],PositionType,0,
A10.12_080_098,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[8],AggregatedValueAmount,0,
A10.12_080_099,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[8],AggregatedValueRate,0,
A10.12_080_100,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[8],EntityName,0,
A10.12_080_101,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[8],EntityIdentificationLEI,0,
A10.12_080_102,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[8],EntityIdentificationBIC,0,
A10.12_090_094_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[9],Ranking,1,9
A10.12_090_095,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[9],AssetMacroType,0,
A10.12_090_096,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[9],SubAssetType,0,
A10.12_090_097,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[9],PositionType,0,
A10.12_090_098,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[9],AggregatedValueAmount,0,
A10.12_090_099,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[9],AggregatedValueRate,0,
A10.12_090_100,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[9],EntityName,0,
A10.12_090_101,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[9],EntityIdentificationLEI,0,
A10.12_090_102,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[9],EntityIdentificationBIC,0,
A10.12_100_094_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[10],Ranking,1,10
A10.12_100_095,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[10],AssetMacroType,0,
A10.12_100_096,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[10],SubAssetType,0,
A10.12_100_097,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[10],PositionType,0,
A10.12_100_098,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[10],AggregatedValueAmount,0,
A10.12_100_099,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure[10],AggregatedValueRate,0,
A10.12_100_100,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[10],EntityName,0,
A10.12_100_101,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[10],EntityIdentificationLEI,0,
A10.12_100_102,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.PrincipalExposures.PrincipalExposure.CounterpartyIdentification[10],EntityIdentificationBIC,0,
A10.13_010_103_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration[1],Ranking,1,1
A10.13_010_104,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration[1],AssetType,0,
A10.13_010_105,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration[1],PositionType,0,
A10.13_010_106,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration.MarketIdentification[1],MarketCodeType,0,
A10.13_010_107,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration.MarketIdentification[1],MarketCode,0,
A10.13_010_108,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration[1],AggregatedValueAmount,0,
A10.13_010_109,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration[1],AggregatedValueRate,0,
A10.13_010_110,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration.CounterpartyIdentification[1],EntityName,0,
A10.13_010_111,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration.CounterpartyIdentification[1],EntityIdentificationLEI,0,
A10.13_010_112,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration.CounterpartyIdentification[1],EntityIdentificationBIC,0,
A10.13_020_103_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration[2],Ranking,1,2
A10.13_020_104,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration[2],AssetType,0,
A10.13_020_105,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration[2],PositionType,0,
A10.13_020_106,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration.MarketIdentification[2],MarketCodeType,0,
A10.13_020_107,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration.MarketIdentification[2],MarketCode,0,
A10.13_020_108,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration[2],AggregatedValueAmount,0,
A10.13_020_109,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration[2],AggregatedValueRate,0,
A10.13_020_110,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration.CounterpartyIdentification[2],EntityName,0,
A10.13_020_111,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration.CounterpartyIdentification[2],EntityIdentificationLEI,0,
A10.13_020_112,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration.CounterpartyIdentification[2],EntityIdentificationBIC,0,
A10.13_030_103_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration[3],Ranking,1,3
A10.13_030_104,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration[3],AssetType,0,
A10.13_030_105,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration[3],PositionType,0,
A10.13_030_106,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration.MarketIdentification[3],MarketCodeType,0,
A10.13_030_107,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration.MarketIdentification[3],MarketCode,0,
A10.13_030_108,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration[3],AggregatedValueAmount,0,
A10.13_030_109,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration[3],AggregatedValueRate,0,
A10.13_030_110,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration.CounterpartyIdentification[3],EntityName,0,
A10.13_030_111,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration.CounterpartyIdentification[3],EntityIdentificationLEI,0,
A10.13_030_112,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration.CounterpartyIdentification[3],EntityIdentificationBIC,0,
A10.13_040_103_xkey,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration[4],Ranking,1,4
A10.13_040_104,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration[4],AssetType,0,
A10.13_040_105,AIFReportingInfo.AIFRecordInfo.AIFCompleteDescription.AIFPrincipalInfo.MostImportantConcentration.PortfolioConcentrations.PortfolioConcentration[4],PositionType,0,
